Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
107,3,0,2,2,0,7,"('fullerton, ca', 'location'); ('minivan', 'means_of_transportation'); ('oceanside', 'location')",,"('apartment', 'location'); ('homeland security', 'organization')","('fullerton, ca', 'minivan'); ('minivan', 'oceanside')",,"('apartment', 'fullerton, ca'); ('apartment', 'homeland security'); ('apartment', 'minivan'); ('fullerton, ca', 'homeland security'); ('fullerton, ca', 'oceanside'); ('homeland security', 'minivan'); ('homeland security', 'oceanside')"
108,2,0,1,1,0,1,"('carlos jimenez', 'person'); ('mexicali, mexico', 'location')",,"('smuggling operation', 'organization')","('carlos jimenez', 'mexicali, mexico')",,"('carlos jimenez', 'smuggling operation')"
109,1,3,1,0,3,1,"('oregon coastline', 'location')","('34', 'person'); ('federal agents', 'person'); ('saturday night', 'location')","('34 people', 'person')",,"('34', 'federal agents'); ('34', 'oregon coastline'); ('federal agents', 'oregon coastline')","('34 people', 'oregon coastline')"
110,2,1,1,0,2,3,"('elliott bay', 'location'); ('seattle', 'location')","('local tipster', 'person')","('strange vessel', 'means_of_transportation')",,"('elliott bay', 'local tipster'); ('local tipster', 'seattle')","('elliott bay', 'seattle'); ('elliott bay', 'strange vessel'); ('seattle', 'strange vessel')"
111,1,2,2,0,2,3,"('portland', 'location')","('marine interdiction officers', 'person'); ('portland harbor unit', 'person')","('portland harbor unit', 'organization'); ('suspected smuggling vessel', 'means_of_transportation')",,"('marine interdiction officers', 'portland'); ('marine interdiction officers', 'portland harbor unit')","('portland', 'portland harbor unit'); ('portland', 'suspected smuggling vessel'); ('portland harbor unit', 'suspected smuggling vessel')"
112,3,3,2,0,6,6,"('dark gray suv', 'means_of_transportation'); ('port angeles dock', 'location'); ('speedboat', 'means_of_transportation')","('migrants', 'person'); ('officers', 'person'); ('suspects', 'person')","('16 migrants', 'person'); ('two additional suspects', 'person')",,"('dark gray suv', 'speedboat'); ('dark gray suv', 'suspects'); ('migrants', 'officers'); ('migrants', 'port angeles dock'); ('migrants', 'suspects'); ('officers', 'speedboat')","('16 migrants', 'port angeles dock'); ('16 migrants', 'speedboat'); ('dark gray suv', 'port angeles dock'); ('dark gray suv', 'two additional suspects'); ('port angeles dock', 'speedboat'); ('port angeles dock', 'two additional suspects')"
113,6,2,4,2,5,9,"('catalina island', 'location'); ('honduras', 'location'); ('investigators', 'person'); ('nicaragua', 'location'); ('peru', 'location'); ('yacht', 'means_of_transportation')","('boarding', 'routes'); ('people', 'person')","('13 people', 'person'); ('peruvian national', 'person'); ('ten honduran nationals', 'person'); ('two nicaraguan nationals', 'person')","('catalina island', 'investigators'); ('catalina island', 'yacht')","('boarding', 'people'); ('boarding', 'yacht'); ('honduras', 'people'); ('nicaragua', 'people'); ('people', 'peru')","('13 people', 'catalina island'); ('13 people', 'peruvian national'); ('13 people', 'ten honduran nationals'); ('13 people', 'two nicaraguan nationals'); ('13 people', 'yacht'); ('honduras', 'ten honduran nationals'); ('investigators', 'yacht'); ('nicaragua', 'two nicaraguan nationals'); ('peru', 'peruvian national')"
114,2,1,2,1,2,5,"('authorities', 'person'); ('homeland security', 'organization')","('individuals', 'person')","('18 individuals', 'person'); ('suspected organizers', 'person')","('authorities', 'homeland security')","('authorities', 'individuals'); ('homeland security', 'individuals')","('18 individuals', 'authorities'); ('18 individuals', 'homeland security'); ('18 individuals', 'suspected organizers'); ('authorities', 'suspected organizers'); ('homeland security', 'suspected organizers')"
115,1,2,2,1,1,2,"('reconnaissance drone', 'means_of_transportation')","('baja california sur', 'location'); ('unlit vessel', 'smuggled_items')","('northern coast of baja california sur', 'location'); ('unlit vessel', 'means_of_transportation')","('reconnaissance drone', 'unlit vessel')","('baja california sur', 'unlit vessel')","('northern coast of baja california sur', 'reconnaissance drone'); ('northern coast of baja california sur', 'unlit vessel')"
116,5,0,0,6,0,4,"('crew', 'person'); ('martinez', 'person'); ('remote beach', 'location'); ('rigid-hull boats', 'means_of_transportation'); ('san quintín, mexico', 'location')",,,"('crew', 'martinez'); ('crew', 'rigid-hull boats'); ('crew', 'san quintín, mexico'); ('martinez', 'remote beach'); ('martinez', 'rigid-hull boats'); ('rigid-hull boats', 'san quintín, mexico')",,"('crew', 'remote beach'); ('martinez', 'san quintín, mexico'); ('remote beach', 'rigid-hull boats'); ('remote beach', 'san quintín, mexico')"
117,1,0,2,0,2,3,"('ernesto delgado', 'person')",,"('capsized vessel', 'means_of_transportation'); ('four lives', 'person')",,"('ernesto delgado', 'lives'); ('ernesto delgado', 'vessel')","('capsized vessel', 'ernesto delgado'); ('capsized vessel', 'four lives'); ('ernesto delgado', 'four lives')"
118,4,1,2,2,2,11,"('38-foot fishing boat', 'means_of_transportation'); ('isla santa catalina', 'location'); ('la paz, mexico', 'location'); ('smugglers', 'person')","('undocumentated migrants', 'person')","('international waters', 'location'); ('undocumented migrants', 'person')","('38-foot fishing boat', 'smugglers'); ('la paz, mexico', 'smugglers')","('isla santa catalina', 'undocumentated migrants'); ('smugglers', 'undocumentated migrants')","('38-foot fishing boat', 'international waters'); ('38-foot fishing boat', 'isla santa catalina'); ('38-foot fishing boat', 'la paz, mexico'); ('38-foot fishing boat', 'undocumented migrants'); ('international waters', 'isla santa catalina'); ('international waters', 'smugglers'); ('international waters', 'undocumented migrants'); ('isla santa catalina', 'smugglers'); ('isla santa catalina', 'undocumented migrants'); ('la paz, mexico', 'undocumented migrants'); ('smugglers', 'undocumented migrants')"
119,3,2,2,2,2,7,"('carlsbad police department', 'organization'); ('panga-style boat', 'means_of_transportation'); ('ponto beach', 'location')","('california', 'location'); ('carlsbad', 'location')","('carlsbad, ca', 'location'); ('smuggling investigation', 'event')","('carlsbad police department', 'panga-style boat'); ('carlsbad police department', 'ponto beach')","('california', 'carlsbad police department'); ('california', 'ponto beach')","('carlsbad police department', 'carlsbad, ca'); ('carlsbad police department', 'smuggling investigation'); ('carlsbad, ca', 'panga-style boat'); ('carlsbad, ca', 'ponto beach'); ('panga-style boat', 'ponto beach'); ('panga-style boat', 'smuggling investigation'); ('ponto beach', 'smuggling investigation')"
120,2,1,2,1,1,4,"('organization', 'organization'); ('van', 'means_of_transportation')","('rancho palos verdes, calif.', 'location')","('agents', 'person'); ('rancho palos verdes', 'location')","('organization', 'van')","('rancho palos verdes, calif.', 'van')","('agents', 'rancho palos verdes'); ('agents', 'van'); ('organization', 'rancho palos verdes'); ('rancho palos verdes', 'van')"
121,8,4,2,4,7,25,"('agents', 'person'); ('apartment building', 'location'); ('border patrol', 'organization'); ('cargo van', 'means_of_transportation'); ('carlsbad', 'location'); ('investigators', 'person'); ('la best', 'organization'); ('smuggling organization', 'organization')","('anahieim, calif', 'location'); ('boat', 'means_of_transportation'); ('illegal aliens', 'person'); ('mexico', 'location')","('anaheim, california', 'location'); ('nine illegal aliens', 'person')","('agents', 'cargo van'); ('border patrol', 'smuggling organization'); ('cargo van', 'smuggling organization'); ('la best', 'smuggling organization')","('agents', 'illegal aliens'); ('anahieim, calif', 'smuggling organization'); ('apartment building', 'illegal aliens'); ('boat', 'carlsbad'); ('carlsbad', 'smuggling organization'); ('illegal aliens', 'investigators'); ('illegal aliens', 'mexico')","('agents', 'anaheim, california'); ('agents', 'apartment building'); ('agents', 'border patrol'); ('agents', 'carlsbad'); ('agents', 'la best'); ('anaheim, california', 'apartment building'); ('anaheim, california', 'border patrol'); ('anaheim, california', 'cargo van'); ('anaheim, california', 'investigators'); ('anaheim, california', 'la best'); ('anaheim, california', 'nine illegal aliens'); ('apartment building', 'border patrol'); ('apartment building', 'cargo van'); ('apartment building', 'carlsbad'); ('apartment building', 'investigators'); ('apartment building', 'la best'); ('apartment building', 'nine illegal aliens'); ('border patrol', 'cargo van'); ('border patrol', 'carlsbad'); ('border patrol', 'la best'); ('cargo van', 'carlsbad'); ('cargo van', 'la best'); ('carlsbad', 'la best'); ('carlsbad', 'nine illegal aliens'); ('investigators', 'nine illegal aliens from mexico')"
122,3,0,0,1,0,1,"('mario echeverria', 'person'); ('maritime smuggling organization', 'organization'); ('tijuana, mexico', 'location')",,,"('mario echeverria', 'maritime smuggling organization')",,"('mario echeverria', 'tijuana, mexico')"
123,2,0,2,1,0,5,"('california coastline', 'location'); ('usbp agents', 'person')",,"('28 people', 'person'); ('u.s. border patrol', 'organization')","('california coastline', 'usbp agents')",,"('28 people', 'california coastline'); ('28 people', 'u.s. border patrol'); ('28 people', 'usbp agents'); ('california coastline', 'u.s. border patrol'); ('u.s. border patrol', 'usbp agents')"
124,4,1,1,3,2,7,"('concerned citizen', 'person'); ('coronado', 'location'); ('san diego bay', 'location'); ('suspicious vessel', 'means_of_transportation')","('agent', 'person')","('agents', 'person')","('concerned citizen', 'coronado'); ('concerned citizen', 'san diego bay'); ('coronado', 'san diego bay')","('agent', 'concerned citizen'); ('agent', 'suspicious vessel')","('agents', 'concerned citizen'); ('agents', 'coronado'); ('agents', 'san diego bay'); ('agents', 'suspicious vessel'); ('concerned citizen', 'suspicious vessel'); ('coronado', 'suspicious vessel'); ('san diego bay', 'suspicious vessel')"
125,2,4,4,1,5,13,"('amo', 'organization'); ('downtown san diego', 'location')","('joint harbor operation center', 'location'); ('marine interdiction agents', 'person'); ('u.s coast guard', 'organization'); ('vessel', 'means_of_transportation')","('joint harbor operation center', 'organization'); ('mias', 'person'); ('suspicious vessel', 'means_of_transportation'); ('u.s. coast guard', 'organization')","('amo', 'joint harbor operation center')","('amo', 'marine interdiction agents'); ('downtown san diego', 'marine interdiction agents'); ('joint harbor operation center', 'u.s coast guard'); ('marine interdiction agents', 'u.s coast guard'); ('marine interdiction agents', 'vessel')","('amo', 'downtown san diego'); ('amo', 'mias'); ('amo', 'suspicious vessel'); ('downtown san diego', 'joint harbor operation center'); ('downtown san diego', 'mias'); ('downtown san diego', 'suspicious vessel'); ('downtown san diego', 'u.s. coast guard'); ('joint harbor operation center', 'mias'); ('joint harbor operation center', 'suspicious vessel'); ('joint harbor operation center', 'u.s. coast guard'); ('mias', 'suspicious vessel'); ('mias', 'u.s. coast guard'); ('suspicious vessel', 'u.s. coast guard')"
126,4,1,3,3,2,12,"('14 people', 'person'); ('boat trailer', 'means_of_transportation'); ('mias', 'person'); ('white pickup truck', 'means_of_transportation')","('shutter island boat dock', 'location')","('shelter island boat dock', 'location'); ('three other people', 'person'); ('vessel', 'means_of_transportation')","('14 people', 'mias'); ('boat trailer', 'white pickup truck'); ('mias', 'white pickup truck')","('14 people', 'boat trailer'); ('14 people', 'white pickup truck')","('14 people', 'shelter island boat dock'); ('14 people', 'vessel'); ('boat trailer', 'mias'); ('boat trailer', 'shelter island boat dock'); ('boat trailer', 'three other people'); ('mias', 'shelter island boat dock'); ('mias', 'three other people'); ('mias', 'vessel'); ('shelter island boat dock', 'three other people'); ('shelter island boat dock', 'vessel'); ('shelter island boat dock', 'white pickup truck'); ('three other people', 'white pickup truck')"
127,4,2,5,1,6,11,"('agents', 'person'); ('guatemalan national', 'person'); ('salvadoran national', 'person'); ('vessel', 'means_of_transportation')","('mexican nationals', 'person'); ('u.s.', 'location')","('11 people', 'person'); ('el salvador', 'location'); ('guatemala', 'location'); ('mexico', 'location'); ('nine mexican nationals', 'person')","('agents', 'vessel')","('guatemalan national', 'mexican nationals'); ('guatemalan national', 'salvadoran national'); ('guatemalan national', 'u.s.'); ('mexican nationals', 'salvadoran national'); ('mexican nationals', 'u.s.'); ('salvadoran national', 'u.s.')","('11 people', 'agents'); ('11 people', 'guatemalan national'); ('11 people', 'nine mexican nationals'); ('11 people', 'salvadoran national'); ('11 people', 'vessel'); ('el salvador', 'salvadoran national'); ('guatemala', 'guatemalan national'); ('guatemalan national', 'vessel'); ('mexico', 'nine mexican nationals'); ('nine mexican nationals', 'vessel'); ('salvadoran national', 'vessel')"
128,3,2,2,0,5,7,"('bimini, bahamas', 'location'); ('crew', 'person'); ('florida', 'location')","('pursuit', 'means_of_transportation'); ('vessel', 'means_of_transportation')","('26-foot pursuit', 'means_of_transportation'); ('another vessel', 'means_of_transportation')",,"('bimini, bahamas', 'pursuit'); ('crew', 'pursuit'); ('crew', 'vessel'); ('florida', 'pursuit'); ('pursuit', 'vessel')","('26-foot pursuit', 'another vessel'); ('26-foot pursuit', 'bimini, bahamas'); ('26-foot pursuit', 'crew'); ('26-foot pursuit', 'florida'); ('another vessel', 'bimini, bahamas'); ('another vessel', 'crew'); ('bimini, bahamas', 'crew')"
129,1,1,2,1,0,2,"('suspected smugglers', 'person')","('u.s. coast guard', 'person')","('20 individuals', 'person'); ('u.s. coast guard', 'organization')","('suspected smugglers', 'u.s. coast guard')",,"('20 individuals', 'suspected smugglers'); ('20 individuals', 'u.s. coast guard')"
130,3,2,4,1,3,13,"('mexico', 'location'); ('southern california coast', 'location'); ('united states', 'location')","('maritime boundary line', 'misc'); ('sdamb be-350 multi-role enforcement aircraft', 'means_of_transportation')","('be-350 multi-role enforcement aircraft', 'means_of_transportation'); ('lights out vessel', 'means_of_transportation'); ('maritime boundary line', 'location'); ('san diego air & marine branch', 'organization')","('southern california coast', 'united states')","('mexico', 'sdamb be-350 multi-role enforcement aircraft'); ('mexico', 'southern california coast'); ('sdamb be-350 multi-role enforcement aircraft', 'united states')","('be-350 multi-role enforcement aircraft', 'lights out vessel'); ('be-350 multi-role enforcement aircraft', 'maritime boundary line'); ('be-350 multi-role enforcement aircraft', 'san diego air & marine branch'); ('be-350 multi-role enforcement aircraft', 'southern california coast'); ('lights out vessel', 'maritime boundary line'); ('lights out vessel', 'mexico'); ('lights out vessel', 'san diego air & marine branch'); ('lights out vessel', 'southern california coast'); ('lights out vessel', 'united states'); ('maritime boundary line', 'mexico'); ('maritime boundary line', 'southern california coast'); ('maritime boundary line', 'united states'); ('san diego air & marine branch', 'southern california coast')"
131,3,2,4,2,2,15,"('barba', 'person'); ('panga boats', 'means_of_transportation'); ('pleasure crafts', 'means_of_transportation')","('baja california, mexico and san diego, california', 'location'); ('load vehicles', 'means_of_transportation')","('alien smuggling organization', 'organization'); ('baja california, mexico', 'location'); ('multiple load vehicles', 'means_of_transportation'); ('san diego, california', 'location')","('barba', 'panga boats'); ('barba', 'pleasure crafts')","('baja california, mexico and san diego, california', 'barba'); ('barba', 'load vehicles')","('alien smuggling organization', 'baja california, mexico'); ('alien smuggling organization', 'barba'); ('alien smuggling organization', 'multiple load vehicles'); ('alien smuggling organization', 'panga boats'); ('alien smuggling organization', 'pleasure crafts'); ('alien smuggling organization', 'san diego, california'); ('baja california, mexico', 'barba'); ('baja california, mexico', 'multiple load vehicles'); ('baja california, mexico', 'panga boats'); ('baja california, mexico', 'pleasure crafts'); ('barba', 'multiple load vehicles'); ('barba', 'san diego, california'); ('multiple load vehicles', 'san diego, california'); ('panga boats', 'san diego, california'); ('pleasure crafts', 'san diego, california')"
132,1,4,3,1,3,5,"('antonio hurtado', 'person')","('boat captain', 'person'); ('doomed vessel', 'location'); ('migrants', 'person'); ('prison', 'location')","('32 migrants', 'person'); ('doomed vessel', 'means_of_transportation'); ('three people', 'person')","('antonio hurtado', 'doomed vessel')","('antonio hurtado', 'boat captain'); ('antonio hurtado', 'migrants'); ('migrants', 'prison')","('32 migrants', 'antonio hurtado'); ('32 migrants', 'doomed vessel'); ('32 migrants', 'three people'); ('antonio hurtado', 'three people'); ('doomed vessel', 'three people')"
133,2,4,2,0,11,0,"('hurtado', 'person'); ('smugglers', 'person')","('coronado islands', 'location'); ('puerto neuvo, baja california, mexico', 'location'); ('salty lady', 'means_of_transportation'); ('undocumentated migrants', 'person')","('40-foot boat salty lady', 'means_of_transportation'); ('undocumented migrants', 'person')",,"('coronado islands', 'hurtado'); ('coronado islands', 'puerto neuvo, baja california, mexico'); ('coronado islands', 'smugglers'); ('coronado islands', 'undocumentated migrants'); ('hurtado', 'salty lady'); ('hurtado', 'smugglers'); ('hurtado', 'undocumentated migrants'); ('puerto neuvo, baja california, mexico', 'smugglers'); ('salty lady', 'smugglers'); ('salty lady', 'undocumentated migrants'); ('smugglers', 'undocumentated migrants')",
134,3,1,2,2,1,8,"('boat', 'means_of_transportation'); ('hurtado', 'person'); ('mexico', 'location')","('united states', 'location')","('occupants', 'person'); ('united states territorial waters', 'location')","('boat', 'hurtado'); ('hurtado', 'mexico')","('mexico', 'united states')","('boat', 'mexico'); ('boat', 'occupants'); ('boat', 'united states territorial waters'); ('hurtado', 'occupants'); ('hurtado', 'united states territorial waters'); ('mexico', 'occupants'); ('mexico', 'united states territorial waters'); ('occupants', 'united states territorial waters')"
135,2,3,3,0,4,10,"('santa cruz, ca', 'location'); ('seal rock beach', 'location')","('abandoned inflatable raft', 'means_of_transportation'); ('santa cruz police department', 'person'); ('smuggler', 'person')","('inflatable raft', 'means_of_transportation'); ('santa cruz police department', 'organization'); ('smuggling case', 'event')",,"('abandoned inflatable raft', 'santa cruz, ca'); ('abandoned inflatable raft', 'seal rock beach'); ('abandoned inflatable raft', 'smuggler'); ('santa cruz police department', 'smuggler')","('inflatable raft', 'santa cruz police department'); ('inflatable raft', 'santa cruz, ca'); ('inflatable raft', 'seal rock beach'); ('inflatable raft', 'smuggling case'); ('santa cruz police department', 'santa cruz, ca'); ('santa cruz police department', 'seal rock beach'); ('santa cruz police department', 'smuggling case'); ('santa cruz, ca', 'seal rock beach'); ('santa cruz, ca', 'smuggling case'); ('seal rock beach', 'smuggling case')"
136,4,0,1,5,0,2,"('agents', 'person'); ('cambria, ca', 'location'); ('coastal neighborhood', 'location'); ('dark suv', 'means_of_transportation')",,"('organization', 'organization')","('agents', 'cambria, ca'); ('agents', 'coastal neighborhood'); ('agents', 'dark suv'); ('cambria, ca', 'coastal neighborhood'); ('coastal neighborhood', 'dark suv')",,"('cambria, ca', 'dark suv'); ('dark suv', 'organization')"
137,4,2,1,3,4,6,"('apartment', 'location'); ('fullerton, ca', 'location'); ('minivan', 'means_of_transportation'); ('oceanside', 'location')","('boat drop', 'location'); ('homeland security', 'person')","('homeland security', 'organization')","('apartment', 'minivan'); ('fullerton, ca', 'oceanside'); ('homeland security', 'minivan')","('apartment', 'boat drop'); ('boat drop', 'homeland security'); ('boat drop', 'minivan'); ('boat drop', 'oceanside')","('apartment', 'fullerton, ca'); ('apartment', 'homeland security'); ('fullerton, ca', 'homeland security'); ('fullerton, ca', 'minivan'); ('homeland security', 'oceanside'); ('minivan', 'oceanside')"
138,2,0,3,1,0,5,"('carlos jimenez', 'person'); ('mexicali, mexico', 'location')",,"('mexico', 'location'); ('smuggling operation', 'event'); ('united states', 'location')","('carlos jimenez', 'mexicali, mexico')",,"('carlos jimenez', 'mexico'); ('carlos jimenez', 'smuggling operation'); ('carlos jimenez', 'united states'); ('mexicali, mexico', 'mexico'); ('mexicali, mexico', 'smuggling operation')"
139,0,0,3,0,0,3,,,"('34 PEOPLE', 'PERSON'); ('FEDERAL AGENTS', 'PERSON'); ('OREGON COASTLINE', 'LOCATION')",,,"('34 PEOPLE', 'FEDERAL AGENTS'); ('34 PEOPLE', 'OREGON COASTLINE'); ('FEDERAL AGENTS', 'OREGON COASTLINE')"
140,2,1,2,1,1,5,"('elliott bay', 'location'); ('seattle', 'location')","('tuesday', 'location')","('local tipster', 'person'); ('strange vessel', 'means_of_transportation')","('elliott bay', 'seattle')","('elliott bay', 'tuesday')","('elliott bay', 'local tipster'); ('elliott bay', 'strange vessel'); ('local tipster', 'seattle'); ('local tipster', 'strange vessel'); ('seattle', 'strange vessel')"
141,3,0,1,2,0,4,"('marine interdiction officers', 'person'); ('portland', 'location'); ('portland harbor unit', 'organization')",,"('suspected smuggling vessel', 'means_of_transportation')","('marine interdiction officers', 'portland'); ('marine interdiction officers', 'portland harbor unit')",,"('marine interdiction officers', 'suspected smuggling vessel'); ('portland', 'portland harbor unit'); ('portland', 'suspected smuggling vessel'); ('portland harbor unit', 'suspected smuggling vessel')"
142,4,2,2,2,5,9,"('dark gray suv', 'means_of_transportation'); ('officers', 'person'); ('port angeles dock', 'location'); ('speedboat', 'means_of_transportation')","('migrants', 'person'); ('suspects', 'person')","('16 migrants', 'person'); ('two additional suspects', 'person')","('officers', 'speedboat'); ('port angeles dock', 'speedboat')","('dark gray suv', 'migrants'); ('dark gray suv', 'suspects'); ('migrants', 'officers'); ('migrants', 'suspects'); ('officers', 'suspects')","('16 migrants', 'officers'); ('16 migrants', 'port angeles dock'); ('16 migrants', 'speedboat'); ('dark gray suv', 'officers'); ('dark gray suv', 'port angeles dock'); ('dark gray suv', 'two additional suspects'); ('officers', 'port angeles dock'); ('officers', 'two additional suspects'); ('port angeles dock', 'two additional suspects')"
143,5,1,5,1,3,17,"('catalina island', 'location'); ('honduras', 'location'); ('nicaragua', 'location'); ('peru', 'location'); ('yacht', 'means_of_transportation')","('boarding', 'means_of_communication')","('13 people', 'person'); ('investigators', 'person'); ('one peruvian national', 'person'); ('ten honduran nationals', 'person'); ('two nicaraguan nationals', 'person')","('catalina island', 'yacht')","('honduras', 'yacht'); ('nicaragua', 'yacht'); ('peru', 'yacht')","('13 people', 'catalina island'); ('13 people', 'investigators'); ('13 people', 'one peruvian national'); ('13 people', 'ten honduran nationals'); ('13 people', 'two nicaraguan nationals'); ('13 people', 'yacht'); ('catalina island', 'investigators'); ('catalina island', 'one peruvian national'); ('catalina island', 'ten honduran nationals'); ('catalina island', 'two nicaraguan nationals'); ('honduras', 'ten honduran nationals'); ('investigators', 'yacht'); ('nicaragua', 'two nicaraguan nationals'); ('one peruvian national', 'peru'); ('one peruvian national', 'yacht'); ('ten honduran nationals', 'yacht'); ('two nicaraguan nationals', 'yacht')"
144,4,0,2,5,0,9,"('martinez', 'person'); ('remote beach', 'location'); ('rigid-hull boats', 'means_of_transportation'); ('san quintín, mexico', 'location')",,"('crew', 'person'); ('mexico', 'location')","('martinez', 'remote beach'); ('martinez', 'rigid-hull boats'); ('martinez', 'san quintín, mexico'); ('remote beach', 'san quintín, mexico'); ('rigid-hull boats', 'san quintín, mexico')",,"('crew', 'martinez'); ('crew', 'mexico'); ('crew', 'remote beach'); ('crew', 'rigid-hull boats'); ('crew', 'san quintín, mexico'); ('martinez', 'mexico'); ('mexico', 'rigid-hull boats'); ('mexico', 'san quintín, mexico'); ('remote beach', 'rigid-hull boats')"
145,1,3,2,0,3,3,"('ernesto delgado', 'person')","('captain', 'person'); ('imprisonment', 'smuggled_items'); ('vessel', 'location')","('capsized vessel', 'means_of_transportation'); ('four lives', 'person')",,"('captain', 'ernesto delgado'); ('ernesto delgado', 'imprisonment'); ('ernesto delgado', 'vessel')","('capsized vessel', 'ernesto delgado'); ('capsized vessel', 'four lives'); ('ernesto delgado', 'four lives')"
146,5,4,2,2,4,16,"('four men from mexico', 'person'); ('mexico', 'location'); ('two additional men', 'person'); ('u.s. border patrol agents', 'person'); ('united states', 'location')","('imperial beach, calif.', 'location'); ('swimming', 'means_of_transportation'); ('u.s. border wall', 'location'); ('vehicle', 'means_of_transportation')","('imperial beach, california', 'location'); ('international border wall', 'location')","('four men from mexico', 'two additional men'); ('four men from mexico', 'u.s. border patrol agents')","('four men from mexico', 'swimming'); ('four men from mexico', 'u.s. border wall'); ('four men from mexico', 'vehicle'); ('two additional men', 'vehicle')","('four men from mexico', 'imperial beach, california'); ('four men from mexico', 'international border wall'); ('four men from mexico', 'mexico'); ('four men from mexico', 'united states'); ('imperial beach, california', 'international border wall'); ('imperial beach, california', 'two additional men'); ('imperial beach, california', 'u.s. border patrol agents'); ('imperial beach, california', 'united states'); ('international border wall', 'mexico'); ('international border wall', 'two additional men'); ('international border wall', 'u.s. border patrol agents'); ('international border wall', 'united states'); ('mexico', 'united states'); ('two additional men', 'u.s. border patrol agents'); ('two additional men', 'united states'); ('u.s. border patrol agents', 'united states')"
147,1,3,3,0,3,6,"('agent', 'person')","('admiralty way', 'routes'); ('imperial beach', 'location'); ('seacoast drive', 'routes')","('four men', 'person'); ('imperial beach coastline', 'location'); ('seacoast drive and admiralty way', 'routes')",,"('admiralty way', 'agent'); ('agent', 'imperial beach'); ('agent', 'seacoast drive')","('agent', 'four men'); ('agent', 'imperial beach coastline'); ('agent', 'seacoast drive and admiralty way'); ('four men', 'imperial beach coastline'); ('four men', 'seacoast drive and admiralty way'); ('imperial beach coastline', 'seacoast drive and admiralty way')"
148,5,5,2,7,5,11,"('china', 'location'); ('eleazar mozqueda simental', 'person'); ('manuel antonio mozqueda simental', 'person'); ('mexico', 'location'); ('vietnam', 'location')","('black trash bags', 'smuggled_items'); ('four-hour trip', 'time'); ('maritime', 'location'); ('smuggler', 'person'); ('undocumentated immigrants', 'person')","('14 undocumented immigrants', 'person'); ('maritime smuggling incident', 'event')","('china', 'eleazar mozqueda simental'); ('china', 'manuel antonio mozqueda simental'); ('eleazar mozqueda simental', 'manuel antonio mozqueda simental'); ('eleazar mozqueda simental', 'mexico'); ('eleazar mozqueda simental', 'vietnam'); ('manuel antonio mozqueda simental', 'mexico'); ('manuel antonio mozqueda simental', 'vietnam')","('black trash bags', 'maritime'); ('black trash bags', 'undocumentated immigrants'); ('eleazar mozqueda simental', 'smuggler'); ('manuel antonio mozqueda simental', 'smuggler'); ('maritime', 'undocumentated immigrants')","('14 undocumented immigrants', 'china'); ('14 undocumented immigrants', 'eleazar mozqueda simental'); ('14 undocumented immigrants', 'manuel antonio mozqueda simental'); ('14 undocumented immigrants', 'maritime smuggling incident'); ('14 undocumented immigrants', 'mexico'); ('14 undocumented immigrants', 'vietnam'); ('china', 'maritime smuggling incident'); ('eleazar mozqueda simental', 'maritime smuggling incident'); ('manuel antonio mozqueda simental', 'maritime smuggling incident'); ('maritime smuggling incident', 'mexico'); ('maritime smuggling incident', 'vietnam')"
149,2,0,3,2,0,7,"('panga boat', 'means_of_transportation'); ('undocumented immigrants', 'person')",,"('rough seas', 'location'); ('united states', 'location'); ('water', 'location')","('panga boat', 'rough seas'); ('panga boat', 'undocumented immigrants')",,"('panga boat', 'united states'); ('panga boat', 'water'); ('rough seas', 'undocumented immigrants'); ('rough seas', 'united states'); ('rough seas', 'water'); ('undocumented immigrants', 'united states'); ('undocumented immigrants', 'water')"
150,3,1,5,1,2,17,"('imperial beach', 'location'); ('jet ski', 'means_of_transportation'); ('osvaldo reyes-virgen', 'person')","('san diego-based u.s. border patrol agents', 'person')","('brush', 'location'); ('mexico', 'location'); ('san diego', 'location'); ('u.s. border patrol agents', 'person'); ('united states', 'location')","('jet ski', 'osvaldo reyes-virgen')","('imperial beach', 'san diego-based u.s. border patrol agents'); ('osvaldo reyes-virgen', 'san diego-based u.s. border patrol agents')","('brush', 'imperial beach'); ('brush', 'osvaldo reyes-virgen'); ('brush', 'u.s. border patrol agents'); ('brush', 'united states'); ('imperial beach', 'jet ski'); ('imperial beach', 'osvaldo reyes-virgen'); ('imperial beach', 'san diego'); ('imperial beach', 'u.s. border patrol agents'); ('imperial beach', 'united states'); ('jet ski', 'u.s. border patrol agents'); ('jet ski', 'united states'); ('mexico', 'osvaldo reyes-virgen'); ('mexico', 'united states'); ('osvaldo reyes-virgen', 'u.s. border patrol agents'); ('osvaldo reyes-virgen', 'united states'); ('san diego', 'u.s. border patrol agents'); ('u.s. border patrol agents', 'united states')"
